Ensembl Gene ID	% GC content	Gene Start (bp)	Gene End (bp)
ENSMUSG00000100879	45.27	81875412	81878760
ENSMUSG00000091911	44.23	43768934	43771115
ENSMUSG00000098594	68.22	71119342	71119448
ENSMUSG00000038390	58.31	124858444	124863917
ENSMUSG00000044018	40.68	49512596	49521093
ENSMUSG00000095497	45.40	68016718	68017488
ENSMUSG00000096974	45.66	43046034	43053253
ENSMUSG00000096771	43.61	8949921	8950053
ENSMUSG00000030316	48.20	115004381	115037876
ENSMUSG00000095656	35.29	113450851	113450867
ENSMUSG00000102856	49.54	131086252	131092149
ENSMUSG00000088261	46.15	86965503	86965619
ENSMUSG00000097859	43.80	9387139	9391741
ENSMUSG00000097249	42.82	58178247	58206635
ENSMUSG00000031443	51.41	13026034	13035809
ENSMUSG00000094003	60.50	123586242	123586360
ENSMUSG00000062952	37.03	132868008	132869009
ENSMUSG00000083237	47.25	114908731	114909185
ENSMUSG00000100036	45.52	89473657	89474348
ENSMUSG00000099387	42.41	70248973	70249776
ENSMUSG00000096038	55.60	53337122	53337639
ENSMUSG00000033278	43.37	66666848	67354459
ENSMUSG00000100304	48.99	112965542	112966931
ENSMUSG00000082851	48.99	33053838	33054284
ENSMUSG00000094455	60.50	123587959	123588077
ENSMUSG00000061653	42.04	89976171	89977100
ENSMUSG00000099480	39.95	81910690	81913928
ENSMUSG00000062165	37.27	20913205	20914363
ENSMUSG00000096987	55.49	88784455	88794391
ENSMUSG00000063762	38.63	132951102	132952064
ENSMUSG00000083677	46.13	114932871	114933271
ENSMUSG00000097715	48.17	12619084	12650297
ENSMUSG00000063354	56.09	76612385	76616852
ENSMUSG00000095073	60.50	123540493	123540611
ENSMUSG00000024853	46.39	5273923	5295455
ENSMUSG00000105418	44.52	53336637	53343922
ENSMUSG00000101453	38.99	113289340	113290365
ENSMUSG00000058638	42.44	12834761	12850577
ENSMUSG00000080549	30.77	120443459	120443549
ENSMUSG00000097838	46.39	24631918	24638567
ENSMUSG00000097873	55.66	88796143	88800224
ENSMUSG00000100763	37.84	53196113	53197695
ENSMUSG00000095546	36.74	27472031	27494882
ENSMUSG00000065464	58.46	18327401	18327465
ENSMUSG00000093276	57.60	72684314	72684438
ENSMUSG00000031521	41.76	53511702	53523421
ENSMUSG00000098665	42.94	41299734	41299896
ENSMUSG00000102105	38.29	113565446	113565983
ENSMUSG00000046262	39.62	144206775	144213318
ENSMUSG00000101040	41.18	39411821	39414100
ENSMUSG00000079371	43.47	6105321	6125807
ENSMUSG00000021140	42.73	81860030	82000924
ENSMUSG00000097461	43.81	28943048	28951671
ENSMUSG00000097337	41.43	123898633	123904842
ENSMUSG00000087016	51.68	135430126	135430841
ENSMUSG00000074215	48.32	84063561	84065137
ENSMUSG00000101681	41.25	33740211	33742489
ENSMUSG00000094639	39.05	36386190	36386294
ENSMUSG00000076821	47.48	53345890	53346424
ENSMUSG00000103085	42.63	13343563	13348204
ENSMUSG00000099943	37.64	113582771	113583506
ENSMUSG00000074108	50.08	106927769	106928413
ENSMUSG00000076514	41.22	68036812	68037318
ENSMUSG00000077579	51.47	87528030	87528165
ENSMUSG00000096944	40.94	129309081	129318443
ENSMUSG00000079584	39.58	57409154	57488767
ENSMUSG00000039678	51.27	30133746	30152013
ENSMUSG00000048385	61.65	76516203	76522129
ENSMUSG00000097151	41.05	38945543	38951313
ENSMUSG00000030972	44.13	119526304	119543793
ENSMUSG00000083399	55.13	49944635	49945307
ENSMUSG00000043897	37.91	64116432	64140543
ENSMUSG00000031610	40.83	57455923	57477585
ENSMUSG00000097767	53.72	112213228	112229395
ENSMUSG00000088248	42.55	70925525	70925618
ENSMUSG00000099493	45.11	32124404	32125099
ENSMUSG00000103067	37.00	7497968	7518149
ENSMUSG00000076304	63.64	94169302	94169411
ENSMUSG00000081591	42.94	36909095	36909590
ENSMUSG00000097648	38.63	113891385	113964134
ENSMUSG00000076392	55.96	56561301	56561409
ENSMUSG00000102913	42.83	20430181	20430745
ENSMUSG00000091290	46.41	6078696	6079182
ENSMUSG00000096932	42.60	38960619	38966299
ENSMUSG00000030310	51.94	114282635	114317522
ENSMUSG00000092303	40.31	89997612	90004589
ENSMUSG00000089385	42.99	68452859	68452965
ENSMUSG00000040725	46.33	25721498	25754730
ENSMUSG00000097158	48.83	130774817	130779246
ENSMUSG00000034544	37.86	66981390	67358396
ENSMUSG00000064994	53.33	56035753	56035887
ENSMUSG00000006675	50.43	108578862	108597667
ENSMUSG00000089148	49.43	91184919	91185183
ENSMUSG00000101687	43.90	115219190	115219763
ENSMUSG00000050504	43.66	50009306	50010235
ENSMUSG00000102664	42.08	13354483	13356730
ENSMUSG00000091584	44.16	43779488	43784745
ENSMUSG00000097373	45.09	41359971	41370908
ENSMUSG00000095243	38.32	46018067	46018173
ENSMUSG00000097088	52.11	133085474	133089146
ENSMUSG00000101098	45.17	78761346	78762038
ENSMUSG00000075380	42.77	36927180	36928112
ENSMUSG00000032978	53.24	119656607	119658954
ENSMUSG00000047104	56.91	135309784	135310347
ENSMUSG00000094751	60.50	123565969	123566087
ENSMUSG00000063193	48.17	114922781	114934386
ENSMUSG00000053286	40.77	151428542	151458161
ENSMUSG00000101552	40.32	50733012	50733326
ENSMUSG00000093256	52.70	90953795	90953868
ENSMUSG00000094849	42.89	147126130	147126509
ENSMUSG00000055717	43.36	103650228	103704907
ENSMUSG00000060724	43.41	90021888	90022820
ENSMUSG00000103506	41.90	13177462	13179714
ENSMUSG00000077938	41.76	96656129	96656219
ENSMUSG00000064880	40.00	23110383	23110507
ENSMUSG00000097731	45.21	139376549	139380379
ENSMUSG00000082060	44.10	144147310	144149173
ENSMUSG00000080798	47.64	41923255	41923827
ENSMUSG00000097986	54.77	112217060	112218474
ENSMUSG00000020374	46.97	49901835	49980994
ENSMUSG00000101914	45.31	82019229	82019921
ENSMUSG00000030155	39.45	129091816	129100903
ENSMUSG00000059734	53.09	3908870	3912717
ENSMUSG00000065924	48.85	71663788	71663918
ENSMUSG00000097622	42.81	48044231	48262623
ENSMUSG00000032553	45.87	103188032	103202137
ENSMUSG00000043192	54.85	5639584	5640996
ENSMUSG00000054412	50.40	135584773	135599948
ENSMUSG00000082666	48.74	82122517	82123111
ENSMUSG00000096777	50.95	32159839	32160366
ENSMUSG00000094634	42.78	6020654	6108665
ENSMUSG00000049106	43.78	80335847	80436601
ENSMUSG00000102639	50.65	13289812	13290506
ENSMUSG00000084132	39.14	74356583	74358419
ENSMUSG00000102646	39.60	17395879	17396383
ENSMUSG00000083754	50.74	50325518	50326532
ENSMUSG00000097661	39.23	145601963	145711968
ENSMUSG00000077239	54.67	20684239	20684313
ENSMUSG00000094971	61.82	15418536	15418645
ENSMUSG00000060397	45.91	12881177	12893422
ENSMUSG00000003873	51.58	45461695	45466898
ENSMUSG00000038580	58.78	141278331	141279133
ENSMUSG00000076822	45.12	53351028	53351621
ENSMUSG00000095633	44.09	69500254	69500786
ENSMUSG00000097326	45.61	48272416	48273884
ENSMUSG00000104524	48.69	135523088	135525338
ENSMUSG00000094973	53.80	136328543	136329778
ENSMUSG00000080378	39.68	45864478	45864603
ENSMUSG00000084415	32.98	115416082	115416454
ENSMUSG00000099834	45.90	82093811	82094505
ENSMUSG00000059562	53.33	25162461	25171913
ENSMUSG00000076457	38.14	93369720	93369816
ENSMUSG00000103495	47.05	13234809	13236434
ENSMUSG00000107209	46.27	74249148	74249616
ENSMUSG00000096979	52.90	146509094	146511764
ENSMUSG00000085484	51.70	25784617	25787022
ENSMUSG00000104311	36.77	103948096	103949811
ENSMUSG00000104958	62.79	11635694	11635736
ENSMUSG00000053820	44.82	114330135	114330578
ENSMUSG00000070943	46.10	36937121	36938068
ENSMUSG00000064382	45.74	23111301	23111429
ENSMUSG00000064940	38.67	77910140	77910320
ENSMUSG00000078280	34.62	132710999	132711928
ENSMUSG00000102474	46.73	135480392	135481414
ENSMUSG00000095061	51.59	63916857	63920539
ENSMUSG00000085139	38.84	144153695	144166274
ENSMUSG00000084524	40.59	31661331	31661431
ENSMUSG00000103568	56.06	49643707	49644127
ENSMUSG00000106992	39.98	74429500	74431105
ENSMUSG00000088283	39.29	88614527	88614610
ENSMUSG00000100298	38.89	82110703	82112245
ENSMUSG00000038773	43.54	34777008	34839370
ENSMUSG00000097059	46.68	48968287	48972031
ENSMUSG00000104170	44.28	13297036	13298907
ENSMUSG00000096958	40.49	146153456	147024959
ENSMUSG00000077526	52.63	57549775	57549888
ENSMUSG00000064670	40.19	87621014	87621120
ENSMUSG00000020941	49.98	103219762	103267472
ENSMUSG00000027502	50.34	172440556	172469908
ENSMUSG00000050248	47.51	37338499	37425055
ENSMUSG00000090399	47.78	135606447	135688105
ENSMUSG00000106301	52.31	106738117	106738764
ENSMUSG00000088049	45.09	20445653	20445927
ENSMUSG00000025157	46.04	41933472	41944095
ENSMUSG00000067916	39.30	147132038	147180579
ENSMUSG00000102320	50.70	7591646	7591931
ENSMUSG00000100322	40.17	64323591	64333679
ENSMUSG00000097680	51.48	135248561	135266443
ENSMUSG00000050917	52.77	144861386	144865243
ENSMUSG00000061313	42.49	25725324	25754280
ENSMUSG00000033373	46.59	76765589	76921412
ENSMUSG00000097495	53.41	51973214	51976583
ENSMUSG00000098978	52.97	7525256	7525457
ENSMUSG00000101201	45.20	82125942	82126556
ENSMUSG00000093149	50.00	64918222	64918305
ENSMUSG00000094578	41.94	5484207	5492584
ENSMUSG00000060030	57.42	58732180	58733163
ENSMUSG00000088523	42.99	44601833	44601939
ENSMUSG00000103291	39.22	106219314	106224265
ENSMUSG00000044982	49.18	31909094	31911903
ENSMUSG00000092266	44.10	92736205	92737442
ENSMUSG00000064830	43.11	73422793	73422959
ENSMUSG00000063297	37.85	54835959	55265366
ENSMUSG00000058728	46.86	114956116	114969157
ENSMUSG00000067529	47.91	12035808	12036740
ENSMUSG00000097168	40.46	147018235	147492201
ENSMUSG00000091882	42.13	6049469	6058267
ENSMUSG00000092656	91.86	12396403	12396488
ENSMUSG00000097361	46.33	56222224	56243940
ENSMUSG00000093912	56.35	44013852	44013977
ENSMUSG00000095321	36.59	27577198	27598375
ENSMUSG00000095054	52.18	147187708	147188487
ENSMUSG00000100136	45.45	65939270	65939962
ENSMUSG00000096558	38.04	21456090	21456181
ENSMUSG00000022773	48.48	17069696	17087045
ENSMUSG00000036357	45.18	57496668	57503757
ENSMUSG00000022099	51.06	70602184	70636048
ENSMUSG00000086484	49.11	33805816	33813591
ENSMUSG00000096434	45.79	17205792	17205898
ENSMUSG00000097122	40.44	147136278	147457019
ENSMUSG00000095723	59.63	123623637	123623745
ENSMUSG00000083190	43.01	115343788	115363115
ENSMUSG00000103849	35.85	77564956	77571342
ENSMUSG00000083708	60.37	144247777	144248268
ENSMUSG00000059713	48.14	135412308	135433853
ENSMUSG00000046157	47.51	78961795	79007627
ENSMUSG00000059005	40.65	75659261	75669407
ENSMUSG00000099314	86.52	13819232	13819320
ENSMUSG00000024251	43.68	84190056	84466196
ENSMUSG00000048349	50.79	104461676	104467999
ENSMUSG00000097717	47.82	58148777	58149692
ENSMUSG00000036957	55.31	30355514	30362772
ENSMUSG00000065231	40.46	105988501	105988631
ENSMUSG00000097728	55.64	155769969	155776161
ENSMUSG00000078635	50.24	103264860	103267745
ENSMUSG00000099071	51.94	22532056	22532184
ENSMUSG00000082176	53.87	147194876	147195211
ENSMUSG00000089370	37.50	32186129	32186248
ENSMUSG00000038058	47.75	54923942	54972612
ENSMUSG00000077152	40.97	8402814	8402957
ENSMUSG00000082660	51.99	50373144	50374024
ENSMUSG00000086736	41.28	100741093	100749421
ENSMUSG00000041453	47.16	146832890	146837032
ENSMUSG00000094739	40.15	78835721	78838056
ENSMUSG00000029669	41.25	21771395	21852515
ENSMUSG00000005447	53.20	25295049	25297986
ENSMUSG00000088524	39.13	23108953	23109021
ENSMUSG00000097502	47.33	59733645	59737470
ENSMUSG00000071659	44.64	8819401	8834142
ENSMUSG00000079396	42.64	6259747	6287250
ENSMUSG00000094257	40.55	94405211	94405792
ENSMUSG00000006711	45.08	24845135	24901270
ENSMUSG00000024088	44.46	64832523	64836071
ENSMUSG00000082468	54.17	129379844	129380179
ENSMUSG00000089311	43.20	54628428	54628552
ENSMUSG00000066500	48.32	44708743	44719842
ENSMUSG00000087207	38.48	147230284	147259338
ENSMUSG00000089447	48.57	73175119	73175258
ENSMUSG00000048173	43.94	50425496	50426494
ENSMUSG00000025500	55.47	141210043	141214082
ENSMUSG00000104058	55.05	87554910	87555434
ENSMUSG00000030247	44.89	142564939	142571356
ENSMUSG00000094608	60.91	15413980	15414089
ENSMUSG00000097242	48.63	63289601	63297147
ENSMUSG00000067524	47.41	12108600	12109544
ENSMUSG00000042029	40.29	116405402	116463531
ENSMUSG00000050299	58.33	76403209	76403712
ENSMUSG00000096507	45.61	6251403	6251880
ENSMUSG00000105458	60.24	84208825	84208907
ENSMUSG00000047888	42.26	80711319	80941086
ENSMUSG00000053367	46.76	6252710	6282066
ENSMUSG00000083112	41.51	50542402	50542784
ENSMUSG00000063777	42.37	13410571	13411500
ENSMUSG00000062279	48.35	35920461	35920733
ENSMUSG00000093142	52.44	16168757	16168838
ENSMUSG00000096430	40.51	59426795	59426873
ENSMUSG00000034641	45.85	114982274	114989922
ENSMUSG00000097562	53.11	65590293	65591561
ENSMUSG00000072476	58.04	76496357	76497631
ENSMUSG00000024471	38.41	44334074	44355724
ENSMUSG00000105945	47.32	59002471	59006158
ENSMUSG00000096300	60.50	123615099	123615217
ENSMUSG00000084881	49.63	17092815	17096350
ENSMUSG00000053719	50.21	44012678	44016965
ENSMUSG00000097951	50.40	20704383	20705382
ENSMUSG00000036790	41.49	66649318	66661393
ENSMUSG00000068074	46.05	89040921	89041452
ENSMUSG00000080613	37.93	92913132	92913189
ENSMUSG00000097066	41.36	65780905	65867305
ENSMUSG00000071456	44.74	3403878	3427011
ENSMUSG00000073764	40.84	121316316	121324917
ENSMUSG00000031073	50.23	144896532	144900953
ENSMUSG00000026943	53.18	25490845	25493911
ENSMUSG00000089380	47.33	67279082	67279231
ENSMUSG00000107130	46.01	28465565	28466981
ENSMUSG00000037660	59.02	8297934	8301954
ENSMUSG00000093348	47.73	27176006	27176093
ENSMUSG00000021460	48.56	52835119	52929681
ENSMUSG00000096156	45.44	97490047	97491120
ENSMUSG00000097118	37.84	66183079	66203636
ENSMUSG00000094460	41.99	6210617	6219292
ENSMUSG00000065080	43.93	122520568	122520674
ENSMUSG00000083941	36.51	121379794	121380034
ENSMUSG00000088269	39.25	97498916	97499022
ENSMUSG00000093826	45.61	10656479	10656820
ENSMUSG00000029917	41.45	65381105	65458150
ENSMUSG00000087981	45.95	26240150	26240408
ENSMUSG00000106709	39.77	21852418	21853483
ENSMUSG00000083147	39.45	87009938	87010875
ENSMUSG00000036749	42.30	144270633	144280488
ENSMUSG00000034893	42.13	75702351	75754493
ENSMUSG00000097849	37.64	66244216	66264522
ENSMUSG00000080592	30.16	35977516	35977578
ENSMUSG00000095435	60.00	94869464	94869533
ENSMUSG00000039860	49.83	135806890	135874772
ENSMUSG00000004651	34.94	87427405	87493411
ENSMUSG00000064882	40.78	27761009	27761111
ENSMUSG00000063129	53.20	55565239	55566896
ENSMUSG00000095977	49.62	52105015	52105147
ENSMUSG00000093689	38.17	10666766	10667627
ENSMUSG00000086771	45.81	127531622	127532885
ENSMUSG00000077538	39.39	129017890	129018021
ENSMUSG00000082118	50.25	34810631	34810827
ENSMUSG00000097659	35.58	66349396	66365772
ENSMUSG00000078597	40.01	115411624	115439034
ENSMUSG00000041536	46.67	104112724	104121896
ENSMUSG00000098300	50.93	42303362	42303469
ENSMUSG00000064709	37.38	76274344	76274450
ENSMUSG00000056673	38.72	897788	956786
ENSMUSG00000083901	36.89	121380595	121380922
ENSMUSG00000040711	48.39	32347820	32428173
ENSMUSG00000096627	38.46	36188174	36188277
ENSMUSG00000081627	50.41	147267373	147268108
ENSMUSG00000106513	52.46	86586962	86587083
ENSMUSG00000101007	51.03	31500068	31500745
ENSMUSG00000097483	35.66	66503160	66519523
ENSMUSG00000081465	39.08	121381429	121381753
ENSMUSG00000101765	45.41	31896505	31896940
ENSMUSG00000091568	43.23	6016759	6038209
ENSMUSG00000023267	47.16	33062999	33095865
ENSMUSG00000089109	53.13	33139850	33140248
ENSMUSG00000022101	54.49	70636205	70642268
ENSMUSG00000097706	64.07	47713266	47715021
ENSMUSG00000036097	41.17	44931119	44983787
ENSMUSG00000097033	50.85	69809914	69816094
ENSMUSG00000077172	50.00	19411158	19411289
ENSMUSG00000021573	49.30	74009407	74035753
ENSMUSG00000105878	52.45	83929688	83929830
ENSMUSG00000081667	39.37	121392992	121396557
ENSMUSG00000091476	41.46	177983423	178172704
ENSMUSG00000096667	48.76	3353752	3353872
ENSMUSG00000033730	64.54	70077445	70080157
ENSMUSG00000097146	43.22	80957665	80963730
ENSMUSG00000029678	38.35	24857997	24891958
ENSMUSG00000094541	59.63	123601572	123601680
ENSMUSG00000091752	46.14	6202334	6202760
ENSMUSG00000093822	38.10	36217922	36218026
ENSMUSG00000029235	41.19	76312115	76331156
ENSMUSG00000036800	40.47	71445678	71727838
ENSMUSG00000064507	42.02	5332995	5333113
ENSMUSG00000100419	52.66	58757667	58758587
ENSMUSG00000032584	53.51	107906873	107920383
ENSMUSG00000054252	56.63	33721674	33737068
ENSMUSG00000043153	38.88	36381519	36689444
ENSMUSG00000096823	37.50	36257510	36257613
ENSMUSG00000044595	52.99	36763671	36766214
ENSMUSG00000094720	60.50	123538786	123538904
ENSMUSG00000024598	42.14	58008623	58209926
ENSMUSG00000095183	60.50	123603247	123603365
ENSMUSG00000076360	48.08	56070563	56070666
ENSMUSG00000101786	40.22	70802328	70812605
ENSMUSG00000083229	39.00	16714944	16715602
ENSMUSG00000076862	45.29	53845234	53845827
ENSMUSG00000039745	46.25	49759106	49773999
ENSMUSG00000001168	48.44	120861421	120873506
ENSMUSG00000069044	36.39	1298961	1459782
ENSMUSG00000051506	45.73	32959547	33185508
ENSMUSG00000099268	50.00	91944071	91944148
ENSMUSG00000098550	59.42	123104975	123105043
ENSMUSG00000097098	41.25	80962888	81128864
ENSMUSG00000080966	50.89	74018793	74020134
ENSMUSG00000012483	37.25	8255936	8259173
ENSMUSG00000056959	55.70	58778129	58779058
ENSMUSG00000057290	48.54	37404384	37404863
ENSMUSG00000097752	55.05	40727808	40735162
ENSMUSG00000065089	41.18	95746060	95746195
ENSMUSG00000038740	49.42	33729953	33887946
ENSMUSG00000081279	38.73	3103759	3104592
ENSMUSG00000098983	54.41	93072755	93072822
ENSMUSG00000022108	43.47	73362231	73385271
ENSMUSG00000044340	40.71	106171752	106394250
ENSMUSG00000030276	50.72	113392497	113414569
ENSMUSG00000065512	57.75	94324311	94324381
ENSMUSG00000075829	48.75	94429073	94429232
ENSMUSG00000104458	50.02	40741997	40744647
ENSMUSG00000105931	38.72	50838317	50840759
ENSMUSG00000031583	39.69	33234384	33385527
ENSMUSG00000044362	45.68	90426312	90428660
ENSMUSG00000083742	37.62	3139141	3140057
ENSMUSG00000102493	47.84	178143301	178144272
ENSMUSG00000086858	43.48	53863110	53863661
ENSMUSG00000097793	40.69	81778773	81783749
ENSMUSG00000094270	60.50	123618536	123618654
ENSMUSG00000088225	32.28	3535485	3535611
ENSMUSG00000059504	53.68	58786236	58787228
ENSMUSG00000024858	55.01	4286001	4306222
ENSMUSG00000092818	47.27	117546972	117547026
ENSMUSG00000064467	42.37	61373027	61373144
ENSMUSG00000022622	50.32	89568326	89574585
ENSMUSG00000105273	43.89	50921342	50921906
ENSMUSG00000105754	51.09	45581615	45581751
ENSMUSG00000097582	44.62	93940990	93943015
ENSMUSG00000089252	45.60	86845470	86845594
ENSMUSG00000104097	40.26	177989662	177998739
ENSMUSG00000030543	55.42	79810727	79813431
ENSMUSG00000054893	44.67	6286579	6307883
ENSMUSG00000099326	43.59	128278148	128278225
ENSMUSG00000100858	45.53	7353770	7354149
ENSMUSG00000094798	38.96	3172083	3173006
ENSMUSG00000065819	45.79	99072463	99072569
ENSMUSG00000019961	42.21	91147571	91171582
ENSMUSG00000100388	40.34	50770044	50773283
ENSMUSG00000097932	44.93	97283182	97285934
ENSMUSG00000040706	49.85	141746672	141759263
ENSMUSG00000097590	42.31	3862384	3884505
ENSMUSG00000049107	46.64	126101413	126166744
ENSMUSG00000085883	42.85	11965447	11981223
ENSMUSG00000029414	44.25	123749716	123821593
ENSMUSG00000029641	50.94	146845071	146847726
ENSMUSG00000099127	66.97	105307792	105307900
ENSMUSG00000054967	48.76	76910851	76918010
ENSMUSG00000103219	47.03	171634879	171636022
ENSMUSG00000098483	50.00	117459265	117459328
ENSMUSG00000052273	42.43	119922717	120095177
ENSMUSG00000095982	39.29	3184382	3185305
ENSMUSG00000097346	46.28	97751112	97760965
ENSMUSG00000044201	43.94	34732997	34751533
ENSMUSG00000097397	53.90	4935048	4939585
ENSMUSG00000026726	39.85	13276338	13491813
ENSMUSG00000031519	37.35	54550331	54587836
ENSMUSG00000064109	54.40	30417717	30419854
ENSMUSG00000037827	56.26	128644838	128647096
ENSMUSG00000065100	59.46	110923116	110923263
ENSMUSG00000073664	37.10	60180599	60338328
ENSMUSG00000005656	44.51	54746349	54795703
ENSMUSG00000009551	50.07	32732620	32741016
ENSMUSG00000100526	45.54	77444923	77448266
ENSMUSG00000097848	45.21	99100706	99107580
ENSMUSG00000088632	54.45	123523260	123523540
ENSMUSG00000044811	50.08	114996721	115001880
ENSMUSG00000051515	61.19	93079879	93081715
ENSMUSG00000032265	44.36	85320439	85327348
ENSMUSG00000096921	47.21	10827927	10833507
ENSMUSG00000076863	47.59	53875984	53876752
ENSMUSG00000087470	45.12	127545101	127570502
ENSMUSG00000093893	60.50	123579450	123579568
ENSMUSG00000076760	52.09	52580665	52581213
